24 13 10 5
24 13 8 9
24 13 11 5
24 13 8 15
25 13 10 4
25 13 8 6
25 13 8 5
25 13 8 6
26 13 9 5
26 13 8 8
26 13 8 11
26 13 8 13
27 13 9 7
27 13 10 3
27 13 8 10
27 13 7 6
28 13 9 5
28 13 8 10
28 13 7 8
28 13 8 8
29 13 9 5
29 13 8 7
29 13 8 9
29 13 10 3
30 13 9 9
30 13 8 11
30 13 9 5
30 13 8 5
31 13 9 6
31 13 8 17
31 13 8 9
31 13 8 11
32 13 9 9
32 13 8 9
32 13 11 4
32 13 8 6
33 13 9 7
33 13 8 8
33 13 9 6
33 13 10 7
34 13 9 5
34 13 8 7
34 13 8 5
34 13 8 6
35 12 9 11
35 11 8 8
35 11 8 6
35 11 8 15
36 11 9 3
36 11 8 4
36 11 8 4
36 11 8 6
37 12 9 5
37 11 8 8
37 11 8 7
37 11 8 7
38 14 14 1
38 11 8 4
38 11 8 6
38 11 8 8
39 11 9 7
39 11 8 10
39 11 11 2
39 11 8 8
40 16 9 9
40 16 8 12
40 16 9 7
40 16 8 11
41 16 9 13
41 16 8 6
41 16 8 9
41 16 8 8
42 16 13 5
42 16 8 10
42 16 8 6
42 16 7 9
43 16 9 9
43 16 8 8
43 16 7 8
43 16 8 8
44 16 9 7
44 16 7 8
44 16 8 11
44 16 8 12
45 16 9 7
45 16 8 6
45 16 8 9
45 16 8 9
46 16 9 8
46 16 8 10
46 16 8 8
46 16 8 9
47 16 9 15
47 16 8 14
47 16 8 7
47 16 10 10
48 16 13 4
48 16 8 12
48 16 9 8
48 16 8 9
49 16 11 10
49 16 8 7
49 16 10 6
49 16 8 7
50 16 9 10
50 16 7 11
50 16 8 8
50 16 8 12
51 16 9 9
51 16 8 11
51 16 8 9
51 16 8 9
52 16 10 9
52 16 9 9
52 16 8 10
52 16 8 9
53 16 9 9
53 16 8 7
53 16 10 11
53 16 8 11
54 16 9 9
54 16 9 11
54 16 8 10
54 16 11 5
55 16 9 9
55 16 8 8
55 16 8 12
55 16 8 9
56 16 9 8
56 16 9 9
56 16 8 10
56 16 11 7
57 15 9 10
57 15 8 11
57 15 9 13
57 15 9 7
58 15 10 5
58 15 8 8
58 15 8 13
58 15 8 15
59 15 9 10
59 15 8 7
59 15 8 15
59 15 8 8
60 15 9 7
60 15 8 9
60 15 8 8
60 15 8 11
61 15 9 7
61 15 8 12
61 15 8 11
61 15 8 11
62 15 9 7
62 15 9 12
62 15 7 12
62 15 8 9
63 15 9 9
63 15 10 8
63 15 9 10
63 15 10 5
64 14 9 11
64 14 9 6
64 14 8 12
64 14 9 6
65 14 9 8
65 14 8 7
65 14 8 8
65 14 8 12
66 14 10 9
66 14 8 12
66 14 8 9
66 14 8 10
67 14 9 11
67 14 8 7
67 14 8 13
67 14 8 11
68 14 9 8
68 14 8 12
68 14 10 7
68 14 8 11
69 13 9 9
69 13 8 15
69 12 8 5
69 12 8 6
70 12 9 6
70 12 8 9
70 12 8 8
70 12 9 5
71 12 9 7
71 12 8 12
71 12 7 12
71 12 8 6
0 11 6 8
0 8 3 8
0 9 3 10
0 9 5 7
1 8 4 21
1 8 5 6
1 9 4 10
1 8 4 9
0 11 6 9
0 8 4 7
0 8 3 28
0 9 5 5
1 8 4 10
1 8 4 11
1 8 4 9
1 8 4 14
2 7 2 10
2 7 3 8
2 7 1 8
2 7 1 12
3 7 1 11
3 6 1 29
3 6 2 12
3 7 4 5
4 6 3 5
4 6 2 11
4 6 5 3
4 6 1 19
5 6 2 7
5 6 1 25
5 6 3 6
5 6 1 16
6 0 0 1
6 0 0 1
6 0 0 1
6 0 0 1
7 0 0 1
7 0 0 1
7 0 0 1
7 0 0 1
8 0 0 1
8 0 0 1
8 0 0 1
8 0 0 1
9 0 0 1
9 0 0 1
9 0 0 1
9 0 0 1
10 0 0 1
10 0 0 1
10 0 0 1
10 0 0 1
11 14 9 10
11 14 8 10
11 14 8 8
11 14 8 9
12 16 9 10
12 16 8 12
12 16 10 8
12 16 9 5
13 16 10 4
13 16 10 5
13 16 8 7
13 16 8 8
14 16 9 5
14 16 9 5
14 16 9 8
14 16 8 8
15 16 12 6
15 16 8 7
15 16 8 9
15 16 8 10
16 16 9 7
16 16 8 9
16 16 8 6
16 16 8 7
17 16 8 6
17 16 8 7
17 16 8 8
17 16 8 8
18 16 9 7
18 16 9 12
18 16 9 8
18 16 8 11
19 16 9 9
19 16 8 13
19 16 8 14
19 16 8 6
20 16 9 8
20 16 8 8
20 16 10 5
20 16 8 8
21 16 9 9
21 16 8 13
21 16 9 6
21 16 9 9
22 16 9 8
22 16 8 7
22 16 8 6
22 16 8 6
23 16 10 9
23 16 8 10
23 16 10 7
23 16 8 11
24 14 9 8
24 14 10 5
24 14 8 5
24 14 8 9
25 14 9 11
25 14 8 5
25 14 8 11
25 14 8 7
26 14 9 9
26 14 8 6
26 14 7 5
26 14 9 6
